Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6"" + Windows 11 Home",New,PcCom,Revolt,Intel Core i7,16,500,RTX 3050,15.6,No,1479.9
"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB/15.6"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,256,,15.6,No,549
ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,RTX 3060,15.6,No,1411.19
"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,,15.6,No,499
"ASUS ExpertBook B1 B1502CBA-EJ0425X Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,,15.6,No,869
"MSI Pulse GL76 12UGK-095XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,RTX 3070,17.3,No,1999
DellInspiron 3567Touchscreen 1366x768,New,Dell,Inspiron 3567,Intel Core i3,6GB,1TB HDD,INTEL,15.6,Yes,469.73
AcerC740-C9QX (3205U/2GB/32GB/Chrome1366x768,New,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Intel Celeron,2GB,32GB SSD,INTEL,11.6,No,186.18
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,RTX 3050,16,No,2228.08
"Acer TravelMate P2 TMP215-53-5887 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,INTEL,15.6,No,770.56
LenovoThinkpad P504K Ultra HD 3840x2160,New,Lenovo,Thinkpad P50,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2535.9
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,RTX 3050,15.6,No,1099
"HP 15S-EQ2114NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,512,INTEL,15.6,No,614
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,RTX A3000,15.6,No,3848.01
LenovoIdeaPad 320-17IKB1600x900,New,Lenovo,IdeaPad 320-17IKB,Intel Core i7,6GB,128GB SSD +  1TB HDD,OTHER,17.3,No,919.13
DellInspiron 35521366x768,New,Dell,Inspiron 3552,Intel Pentium,4GB,500GB HDD,INTEL,15.6,No,421.0343
Dell Laptop,New,Dell,Notebook,Intel Core i3,4,256,AMD,15.6,No,634
"ASUS Zenbook 14 OLED UX3402ZA-KM020W Intel Evo Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i5,16,512,,14,No,1199
"ASUS TUF Gaming F15 FX506HF-HN004 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,Asus,TUF,Intel Core i5,16,512,RTX 2050,15.6,No,949
AppleMacbook Air1440x900,New,Apple,Macbook Air,Intel Core i5,8GB,128GB Flash Storage,INTEL,13.3,No,961.8658
HP Laptop,New,HP,Notebook,Intel Core i3,4,128,INTEL,13.3,No,913
"HP 250 G9 Intel Core i3-1215U/8GB/256 GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,,15.6,No,399.37
HP Laptop,New,HP,Notebook,Intel Core i5,8,256,NVDIA,15.6,No,1129
"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,128,INTEL,13.3,No,745.15
HP15-BA015wm (E2-7110/4GB/500GB/W10)1366x768,New,HP,15-BA015wm (E2-7110/4GB/500GB/W10),AMD E-Series,4GB,500GB HDD,AMD,15.6,No,317.79
"HP ProBook 455 G10 AMD Ryzen 7 7730U/16GB/512GB SSD/15.6""",New,HP,ProBook,AMD Ryzen 7,16,512,,15.6,No,899.99
MSIGT80S 6QEFull HD 1920x1080,New,MSI,GT80S 6QE,Intel Core i7,16GB,128GB SSD +  1TB HDD,OTHER,17.3,No,2513.4300000000003
"ASUS VivoBook 15 F1502ZA-EJ733 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,,15.6,No,609
SamsungNotebook 9Full HD / Touchscreen 1920x1080,New,Samsung,Notebook 9,Intel Core i7,8GB,256GB SSD,INTEL,13.3,Yes,1710.93
RazerBlade StealthIPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,Razer,Blade Stealth,Intel Core i7,16GB,512GB SSD,INTEL,12.5,Yes,1924.93
Asus Laptop,New,Asus,Gaming,Intel Core i7,16,256,NVDIA,17.3,No,3810
"HP 470 G9 Intel Core i7-1255U/16GB/512GB SSD/MX550/17.3""",New,HP,470,Intel Core i7,16,512,MX 550,17.3,No,1300
LenovoThinkpad T570IPS Panel Full HD 1920x1080,New,Lenovo,Thinkpad T570,Intel Core i7,8GB,256GB SSD,INTEL,15.6,No,1173.79
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,GTX 1650,15.6,No,860.79
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i7,16,512,,15.6,No,1603.1
"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,,14,No,1149
"HP 15S-EQ2103NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,,15.6,No,709.65
HP Laptop 15s-eq2074np AMD Ryzen 5-5500U/12GB/256GB SSD/15.6'' (PT),New,HP,15S,AMD Ryzen 5,12,256,,15.6,No,655.34
HPEliteBook 8201366x768,New,HP,EliteBook 820,Intel Core i5,8GB,256GB SSD,INTEL,12.5,No,1486.23
AsusX556UJ-XO044T (i7-6500U/4GB/500GB/GeForce1366x768,New,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7,4GB,500GB HDD,OTHER,15.6,No,770.7424000000001
DellVostro 35681366x768,New,Dell,Vostro 3568,Intel Core i3,4GB,500GB HDD,INTEL,15.6,No,524.3000000000001
"Lenovo ThinkBook 13x Intel Evo Core i5-1130G7/16GB/512GB SSD/13.3""",New,Lenovo,ThinkBook,Intel Evo Core i5,16,512,INTEL,13.3,No,1162.82
HP Laptop,New,HP,Notebook,Intel Core i5,8,256,INTEL,17.3,No,1179
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8 GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,,15.6,No,554
AcerAspire A315-511366x768,New,Acer,Aspire A315-51,Intel Core i3,4GB,1TB HDD,INTEL,15.6,No,417.3
"HP 15S-fq5101ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,INTEL,15.6,No,789
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 5 5625U/8GB/256GB SSD/15.6""",New,Lenovo,ThinkPad,AMD Ryzen 5,8,256,INTEL,15.6,No,1002.59
HP15-bs005nv (i3-6006U/4GB/1TBFull HD 1920x1080,New,HP,15-bs005nv (i3-6006U/4GB/1TB,Intel Core i3,4GB,128GB SSD +  1TB HDD,AMD,15.6,No,533.9300000000001
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,,14,No,868.74
"Acer Aspire 3 A315-56-304W Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i3,8,256,INTEL,15.6,No,316.94
"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3070,17.3,No,2243.18
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,RTX 3060,15.6,No,1299
DellInspiron 5379Full HD / Touchscreen 1920x1080,New,Dell,Inspiron 5379,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,876.33
HPElitebook 820Full HD 1920x1080,New,HP,Elitebook 820,Intel Core i7,8GB,512GB SSD,INTEL,12.5,No,1586.8100000000002
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,RTX 2060,17.3,No,937.48
HP250 G6Full HD 1920x1080,New,HP,250 G6,Intel Core i3,4GB,1TB HDD,INTEL,15.6,No,501.83
AcerAspire E5-575Full HD 1920x1080,New,Acer,Aspire E5-575,Intel Core i3,4GB,1TB HDD,INTEL,15.6,No,533.9300000000001
"HP Pavilion 15-EG1008NS Intel Core i7-1195G7/16GB/512GB SSD/15.6""",New,HP,Pavilion,Intel Core i7,16,512,INTEL,15.6,No,959.93
"MSI Raider GE67HX 12UGS-023ES Intel Core i9-12900HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,RTX 3070,15.6,No,3299
DellInspiron 5570Full HD 1920x1080,New,Dell,Inspiron 5570,Intel Core i7,8GB,256GB SSD,AMD,15.6,No,983.33
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,,15.6,No,735.92
"ASUS ExpertBook B1 B1500CEAE-BQ1856R Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,,15.6,No,901.99
AsusX550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce1366x768,New,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Intel Core i5,4GB,1TB HDD,OTHER,15.6,No,619.5300000000001
DellInspiron 7570IPS Panel Full HD 1920x1080,New,Dell,Inspiron 7570,Intel Core i7,8GB,256GB SSD +  1TB HDD,OTHER,15.6,No,1209.4531
"ASUS VivoBook Flip 14 TP401MA-EC444WS Intel Celeron N4020/4GB/128GB EMMC/14"" Táctil",New,Asus,VivoBook,Intel Celeron,4,128,,14,Yes,345
ToshibaTecra A50-C-1ZV1366x768,New,Toshiba,Tecra A50-C-1ZV,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,1197.3300000000002
"Asus Rog Strix G15 G513QR-HF118 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX3070/15.6""",New,Asus,ROG,AMD Ryzen 7,32,1000,RTX 3070,15.6,No,2079.01
"MSI Pulse GL76 12UEK-828XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/17.3""",New,MSI,Pulse,Intel Core i7,32,1000,RTX 3060,17.3,No,1499
"Asus ROG Strix G15 G512LW-HN038 Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Asus,ROG,Intel Core i7,16,512,RTX 2070,15.6,No,1106.34
"HP Victus 16-E0094NS AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Victus,AMD Ryzen 5,16,512,RTX 3050,16.1,No,865.4
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,GTX 1650,16.1,No,641.14
"Lenovo ThinkBook 16p G2 ACH AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16""",New,Lenovo,ThinkBook,AMD Ryzen 7,16,512,RTX 3060,16,No,1748.99
HPPavilion X360IPS Panel Touchscreen 1366x768,New,HP,Pavilion X360,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,895.162
"HP 15S-EQ2085NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,,15.6,No,536.48
"LG Ultra PC 17U70Q-P.AD78B Intel Evo Core i7-1260P/32GB/1TB SSD/RTX 3050Ti/17""",New,LG,Ultra,Intel Evo Core i7,32,1000,RTX 3050,17,No,2199
"Lenovo IdeaPad 5 14ALC05 AMD Ryzen 5 5500U/16GB/512 GB SSD/14""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,,14,No,749
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Celeron,8,256,,15.6,No,480.95
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,,13.3,No,767.39
"HP 15S-FQ4057NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,,15.6,No,494.81
DellXPS 13Full HD 1920x1080,New,Dell,XPS 13,Intel Core i7,8GB,256GB SSD,INTEL,13.3,No,1550.43
"HP EliteBook 850 G4 i5-7300U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,,15.6,No,675
"Gigabyte AORUS 15P KB-7ES1130SD Intel Core i7-10750/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,RTX 2060,15.6,No,935.69
"MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,512,RTX 2070,15.6,No,1430.18
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/14""",New,Alurin,Flex,Intel Core i3,8,512,INTEL,14,No,529
"Lenovo ThinkBook 15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6"" Gris",New,Lenovo,ThinkBook,Intel Core i7,16,512,,15.6,No,1199
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,,14,No,1689.06
VeroV142 (X5-Z8350/2GB/32GB/W10)1366x768,New,Vero,V142 (X5-Z8350/2GB/32GB/W10),,2GB,32GB Flash Storage,INTEL,14,No,225.556
Dell Laptop,New,Dell,Notebook,Intel Core i5,8,256,INTEL,15.6,No,1010
DellPrecision 3520IPS Panel Full HD 1920x1080,New,Dell,Precision 3520,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2501.6600000000003
"Lenovo Yoga 9 14ITL5 Intel Evo Core i7-1185G7/16 GB/1TB SSD/14"" Táctil",Refurbished,Lenovo,Yoga,Intel Evo Core i7,16,1000,,14,Yes,1999
"Medion Akoya E4251 Intel Celeron N4020/4GB/128GB/14""",New,Medion,Akoya,Intel Celeron,4,128,,14,No,267.49
AcerAspire A715-71GFull HD 1920x1080,New,Acer,Aspire A715-71G,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,1047.53
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,GTX 1650,15.6,No,736.49
AcerAspire E5-5751366x768,New,Acer,Aspire E5-575,Intel Core i5,6GB,1TB HDD,INTEL,15.6,No,587.4300000000001
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,GTX 1650,15.6,No,736.49
"Acer ConceptD 3 Pro CN316-73P-79PD Intel Core i7-11800H/16GB/1TB SSD/T1200/16""",New,Acer,ConceptD,Intel Core i7,16,1000,T 1200,16,No,1899
"ASUS ExpertBook B5 B5402CBA-EB0316X Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,,14,No,1259
"Lenovo ThinkPad T14 Gen 3 Intel Core i5-1235U/8GB/256GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i5,8,256,INTEL,14,No,1782
LenovoThinkpad X1IPS Panel 2560x1440,New,Lenovo,Thinkpad X1,Intel Core i7,16GB,1TB SSD,INTEL,14,No,2808.75
"ASUS ZenBook 14 UX3402ZA-KP490W Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,INTEL,14,No,846.31
DellPrecision 3510Full HD 1920x1080,New,Dell,Precision 3510,Intel Core i5,8GB,500GB HDD,AMD,15.6,No,1464.8300000000002
DellInspiron 3567Full HD 1920x1080,New,Dell,Inspiron 3567,Intel Core i7,8GB,1TB HDD,AMD,15.6,No,641.893
"Acer Nitro 5 AN517-55-75RS Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/17.3""",New,Acer,Nitro,Intel Core i7,16,512,RTX 3060,17.3,No,1629
HP Laptop,New,HP,Notebook,Intel Core i7,8,256,INTEL,15.6,No,1813
"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",New,Gigabyte,Aero,Intel Core i7,16,2000,RTX 3070,16,No,2899
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,GTX 1650,15.6,No,860.79
"MSI Creator M16 A12UD-232ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Creator,Intel Core i7,16,1000,RTX 3050,16,No,1749
"Lenovo IdeaPad 3 Gen 6 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Lenovo,IdeaPad,Intel Core i5,8,512,,14,No,844
"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 2070,17.3,No,958.04
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,RTX 3060,15.6,No,2499.98
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,,15.6,No,616.33
"ASUS ROG Strix G15 G513RC-HN088 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,RTX 3050,15.6,No,1199
"HP EliteBook 840 G7 Intel Core i5-10210U/8GB/256GB SSD/14"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,,14,Yes,1395.03
AppleMacBook Air1440x900,New,Apple,MacBook Air,Intel Core i5,8GB,128GB Flash Storage,INTEL,13.3,No,1175.93
FujitsuLifeBook A5571366x768,New,Fujitsu,LifeBook A557,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,854.9300000000001
"MSI Pulse GL76 12UEK-093ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,RTX 3060,17.3,No,1899
LenovoIdeaPad 510-15IKBFull HD 1920x1080,New,Lenovo,IdeaPad 510-15IKB,Intel Core i7,6GB,256GB SSD,OTHER,15.6,No,844.23
Acer Laptop,New,Acer,Notebook,Intel Core i5,4,256,NVDIA,17,No,1023
"Asus TUF Gaming FX505DV-AL014 AMD Ryzen 7 3750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,512,RTX 2060,15.6,No,766.09
"Apple Macbook Air Apple M2/8 GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Refurbished,Apple,MacBook Air,Apple M2,8,256,,13.6,No,1519
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,8,256,INTEL,14,No,1891
HPEliteBook 820Full HD 1920x1080,New,HP,EliteBook 820,Intel Core i7,8GB,256GB SSD,INTEL,12.5,No,1443.43
LenovoIdeaPad 510-15ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad 510-15ISK,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,715.83
"Acer Aspire 3 A315-56-519X Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Acer,Aspire,Intel Core i5,8,256,,15.6,No,474.86
AsusQ304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10)Full HD / Touchscreen 1920x1080,New,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),Intel Core i5,6GB,1TB HDD,INTEL,13.3,Yes,683.7407000000001
"Dell Latitude 5520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Refurbished,Dell,Latitude,Intel Core i5,8,256,,15.6,No,1125.75
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,,15.6,No,444.19
AsusX555QG-DM242T (A10-9620P/4GB/1TBFull HD 1920x1080,New,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,,4GB,128GB SSD +  1TB HDD,AMD,15.6,No,615.25
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/512GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,512,,13.3,No,1027.5
DellInspiron 5567Full HD 1920x1080,New,Dell,Inspiron 5567,Intel Core i7,8GB,256GB SSD,AMD,15.6,No,833.3909000000001
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,HP,Omen,AMD Ryzen 9,16,1000,RTX 3070,16.1,No,1242.39
DellInspiron 35671366x768,New,Dell,Inspiron 3567,Intel Core i3,6GB,1TB HDD,INTEL,15.6,No,491.13000000000005
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,,14,No,585.29
LenovoIdeaPad 320-15ASTFull HD 1920x1080,New,Lenovo,IdeaPad 320-15AST,,4GB,256GB SSD,AMD,15.6,No,426.93
HP Laptop,New,HP,Notebook,Intel Core i7,8,256,INTEL,15.6,No,1656
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1265U/16GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,,13.5,Yes,2022.7
"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",New,Samsung,Galaxy Book,Intel Core i5,8,256,,15.6,No,849
"ChuwiLapbook 15,6Full HD 1920x1080",New,Chuwi,"Lapbook 15,6",,4GB,64GB Flash Storage,INTEL,15.6,No,266.32300000000004
"HP EliteBook 640 G9 Intel Core i5-1235U/8GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,8,512,,14,No,1474.28
LenovoIdeaPad 110-15IBR1366x768,New,Lenovo,IdeaPad 110-15IBR,Intel Celeron,8GB,1TB HDD,INTEL,15.6,No,352.03000000000003
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,RTX 3060,15.6,No,1150.04
"Lenovo IdeaPad Gaming 3 15ACH6-302 AMD Ryzen 5 5600H/8GB/256 SSD/GTX1650/15.6"" (PT)",New,Lenovo,IdeaPad,AMD Ryzen 5,8,256,GTX 1650,15.6,No,834.11
"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i9,32,1000,RTX 3080,15.6,No,4399.99
HPStream 11-Y000na1366x768,New,HP,Stream 11-Y000na,Intel Celeron,2GB,32GB Flash Storage,INTEL,11.6,No,223.63
HP ENVY x360 2-in-1 Laptop 15-ew0008np Intel Core i7-1255U/16GB/512GB SSD/RTX2050/Tátil (PT),New,HP,Envy,Intel Core i7,16,512,RTX 2050,,Yes,1863.52
"Asus ROG Zephyrus M GU603HR-K8009T Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/16""",Refurbished,Asus,ROG,Intel Core i7,32,1000,RTX 3070,16,No,2599
"ASUS F415EA-EK113T Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Asus,F415EA,Intel Core i3,8,256,,14,No,499
"HP 15S-FQ5077NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,INTEL,15.6,No,676
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,HP,EliteBook,Intel Core i5,8,256,,13.3,No,725.89
ToshibaPortege X30-D-10XFull HD 1920x1080,New,Toshiba,Portege X30-D-10X,Intel Core i5,4GB,128GB SSD,INTEL,13.3,No,1374.95
"HP Elite Dragonfly G3 Intel Core i7-1255U/16GB/1TB SSD/13.5""",New,HP,Go,Intel Core i7,16,1000,,13.5,No,1699.01
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Acer,Enduro,Intel Core i5,8,512,,15.6,No,3442
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3070,15.6,No,1304.79
PcCom Revolt 4050 Intel Core i5-13500H/16GB/500GB SSD/RTX 4050/15.6,New,PcCom,Revolt,Intel Core i5,16,500,RTX 4050,15.6,No,1349.9
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,T 1200,14,No,2119
"Lenovo Yoga Slim 7 Pro 14IAP7 Intel Evo Core i5-1240P/8GB/512GB SSD/14""",New,Lenovo,Yoga,Intel Evo Core i5,8,512,INTEL,14,No,979
"MSI Prestige 13 Evo A12M-010ES Intel Core i7-1280P/16GB/512GB SSD/13.3""",Refurbished,MSI,Prestige,Intel Core i7,16,512,INTEL,13.3,No,867.53
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Lenovo,IdeaPad,Intel Core i5,8,512,,14,No,1274.9
LenovoIdeaPad 320-15IKBFull HD 1920x1080,New,Lenovo,IdeaPad 320-15IKB,Intel Core i3,8GB,1TB HDD,OTHER,15.6,No,533.9300000000001
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 2060,17.3,No,1073.34
"ASUS F515EA-BQ1154X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,8,512,INTEL,15.6,No,809.01
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,Dell,XPS,Intel Core i7,32,1000,RTX 3050,15.6,Yes,2818.09
"MSI Stealth 16 Studio A13VF-039XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Stealth,Intel Core i7,32,1000,RTX 4060,16,No,2059.76
"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Asus,Chromebook,Intel Core i5,8,256,,14,Yes,899
